quality_grade,observed_on_details.month,observed_on_details.year,taxon.name,taxon.observations_count,user.observations_count,Atlanta,Size_mm,Bright_Colors,Contrasting_markings,Diurnal,Unique_Morphology,Web_Decoration,Web_Size (rough),Seasonal_Peak,Polymorphic
1,9,2022,Trichonephila clavata,6803,474,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,3112,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,98,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,98,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,1,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Micrathena gracilis,10523,1270,Not Atlanta,8.88,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Trichonephila clavata,6803,2438,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavipes,27897,13817,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,118,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavipes,27897,1340,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,101,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,12,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,38,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,51,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,105,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,105,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,148,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,41,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Araneus marmoreus,12332,928,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2022,Trichonephila clavipes,27897,173,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,53,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,401,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,463,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Mecynogea lemniscata,2660,77,Not Atlanta,7.5,yes,yes,yes,no,yes,medium,Summer,no
1,9,2022,Trichonephila clavata,6803,38,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,3,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,3,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Araneus marmoreus,12332,144,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2022,Trichonephila clavata,6803,181,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavipes,27897,85,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,174,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Micrathena gracilis,10523,576,Atlanta,8.88,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Argiope aurantia,52594,14,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
0,9,2022,Neoscona crucifera,24246,520,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Neoscona domiciliorum,3944,249,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2022,Trichonephila clavata,6803,473,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,474,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,3112,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,98,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,98,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,1,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Micrathena gracilis,10523,1270,Not Atlanta,8.88,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Trichonephila clavata,6803,2438,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavipes,27897,13817,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,118,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavipes,27897,1340,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,101,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,12,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,38,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,51,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,105,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,105,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,148,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,41,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Araneus marmoreus,12332,928,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2022,Trichonephila clavipes,27897,173,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,53,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,401,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,463,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Mecynogea lemniscata,2660,77,Not Atlanta,7.5,yes,yes,yes,no,yes,medium,Summer,no
1,9,2022,Trichonephila clavata,6803,38,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,3,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,3,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Araneus marmoreus,12332,144,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2022,Trichonephila clavata,6803,181,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavipes,27897,85,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,105,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,29,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,13549,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,6,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,6,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,810,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,11112,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Verrucosa arenata,7235,7857,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,215,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2022,Neoscona crucifera,24246,40,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Verrucosa arenata,7235,2049,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Micrathena mitrata,1855,191,Not Atlanta,6.18,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Neoscona domiciliorum,3944,1258,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
0,9,2022,Neoscona domiciliorum,3944,6889,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2022,Araneus marmoreus,12332,100,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2022,Trichonephila clavata,6803,46,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Verrucosa arenata,7235,568,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Neoscona domiciliorum,3944,462,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2022,Micrathena mitrata,1855,7857,Not Atlanta,6.18,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Trichonephila clavata,6803,474,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,191,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavipes,27897,2,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,100,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,529,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,34,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,17,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Argiope aurantia,52594,354,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,108,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Neoscona crucifera,24246,149,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Argiope aurantia,52594,33,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,179,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Argiope aurantia,52594,78,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,69,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavipes,27897,229,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Micrathena gracilis,10523,229,Not Atlanta,8.88,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,4381,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,24,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Argiope aurantia,52594,33,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Argiope aurantia,52594,54,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,913,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Micrathena mitrata,1855,913,Not Atlanta,6.18,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,252,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,51,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,51,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Argiope aurantia,52594,19,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,69,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Argiope aurantia,52594,69,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Araneus marmoreus,12332,2900,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,9,2022,Neoscona domiciliorum,3944,70,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2022,Gasteracantha cancriformis,24494,2904,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2022,Neoscona crucifera,24246,855,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Neoscona domiciliorum,3944,855,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
0,9,2022,Neoscona crucifera,24246,855,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Argiope aurantia,52594,25,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,38,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Argiope aurantia,52594,292,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,5,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,1,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavipes,27897,2,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,1445,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,451,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Neoscona crucifera,24246,412,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,1040,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Mecynogea lemniscata,2660,102,Not Atlanta,7.5,yes,yes,yes,no,yes,medium,Summer,no
1,9,2022,Gasteracantha cancriformis,24494,880,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2022,Neoscona crucifera,24246,102,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,3405,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,1237,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Araneus marmoreus,12332,952,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2022,Argiope aurantia,52594,913,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,913,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Micrathena gracilis,10523,541,Not Atlanta,8.88,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Araneus marmoreus,12332,5,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2022,Trichonephila clavata,6803,225,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2022,Neoscona crucifera,24246,315,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,1,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavipes,27897,557,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Araneus marmoreus,12332,3548,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,9,2022,Verrucosa arenata,7235,139,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Araneus marmoreus,12332,428,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2022,Araneus marmoreus,12332,376,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2022,Argiope aurantia,52594,30,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Argiope aurantia,52594,959,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,913,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Verrucosa arenata,7235,302,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,302,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,254,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Neoscona arabesca,6968,178,Not Atlanta,7.48,yes,no,no,no,no,medium,Summer,no
1,9,2022,Argiope aurantia,52594,149,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,51,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Verrucosa arenata,7235,51,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Trichonephila clavata,6803,51,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,144,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Verrucosa arenata,7235,604,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,41,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,77,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2022,Micrathena gracilis,10523,16,Not Atlanta,8.88,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,54,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Argiope aurantia,52594,462,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Neoscona domiciliorum,3944,1107,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2022,Neoscona domiciliorum,3944,1107,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2022,Trichonephila clavata,6803,1,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,401,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,6,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2022,Larinioides cornutus,10284,48,Not Atlanta,10.25,no,no,no,no,no,medium,Summer,no
1,9,2022,Argiope aurantia,52594,376,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,31,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Araneus marmoreus,12332,1870,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2022,Trichonephila clavata,6803,2900,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Micrathena sagittata,3882,48,Not Atlanta,7.75,yes,yes,yes,yes,no,medium,Fall,no
0,9,2022,Neoscona crucifera,24246,19,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,647,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,647,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,3,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,913,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Argiope aurantia,52594,401,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,384,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2022,Neoscona crucifera,24246,647,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,42,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,318,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Argiope aurantia,52594,100,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,78,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,10,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,174,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,69,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,56,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Araneus marmoreus,12332,67,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2022,Trichonephila clavipes,27897,557,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Neoscona crucifera,24246,7,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,61,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,96,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,80,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,2,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2022,Neoscona crucifera,24246,7,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,184,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,53,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Argiope trifasciata,18013,13817,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
0,9,2022,Mangora gibberosa,1468,56,Atlanta,9.1,yes,yes,yes,no,no,small,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,85,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavipes,27897,513,Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,89,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2022,Neoscona crucifera,24246,13817,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,183,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,236,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Trichonephila clavata,6803,913,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,1200,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,496,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Argiope aurantia,52594,24,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2022,Gasteracantha cancriformis,24494,1350,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2022,Neoscona crucifera,24246,7857,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Neoscona crucifera,24246,7857,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,223,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Trichonephila clavata,6803,1350,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Neoscona domiciliorum,3944,1350,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
0,9,2022,Trichonephila clavata,6803,40,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Verrucosa arenata,7235,1350,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Verrucosa arenata,7235,520,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Trichonephila clavata,6803,7,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2022,Verrucosa arenata,7235,1350,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2022,Neoscona domiciliorum,3944,2904,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2022,Neoscona domiciliorum,3944,2904,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
0,9,2022,Larinioides cornutus,10284,20,Atlanta,10.25,no,no,no,no,no,medium,Summer,no
1,9,2022,Larinioides cornutus,10284,20,Atlanta,10.25,no,no,no,no,no,medium,Summer,no
